unnamed:_0.1,unnamed:_0,restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address
1741,1741,Deepak Fast Food,Quick Bites,3.3,4,3500,No,No,Fast Food,Marathahalli,Marathahalli
1742,1742,Deepak Paratha Plaza,Quick Bites,3.5,18,2000,No,No,North Indian,New Bel Road,New BEL Road
1744,1744,Degchi Restaurant,Casual Dining,3.7,103,6000,No,No,North Indian,Kalyan Nagar,Banaswadi
1745,1745,Dehati Murgee,Quick Bites,4.0,151,6000,Yes,No,North Indian,Brookefield,Whitefield
1746,1746,Deja Vu Resto Bar,Pub,4.4,2487,9000,Yes,Yes,North Indian,Bannerghatta Road,Bannerghatta Road
1747,1747,Delhi Base Sri Food Court,Quick Bites,3.9,505,2500,Yes,No,North Indian,Electronic City,Electronic City
1748,1748,Delhi Belli,"Takeaway, Delivery",3.3,4,5000,No,No,North Indian,Whitefield,Whitefield
1749,1749,Delhi Bhavan,Quick Bites,3.3,11,1500,No,No,Street Food,Lavelle Road,Commercial Street
1750,1750,Delhi Biryani Cafe,Quick Bites,3.4,10,2500,Yes,No,North Indian,Jayanagar,BTM
1751,1751,Delhi Delight Food Cafe,Quick Bites,3.1,28,2000,Yes,No,Chinese,Marathahalli,Jeevan Bhima Nagar
1752,1752,Delhi Food Point,Quick Bites,3.3,909,2500,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
1753,1753,Delhi Highway,Casual Dining,4.4,3423,15000,Yes,Yes,North Indian,Mg Road,Indiranagar
1754,1754,Delhi Home Food,Quick Bites,3.3,5,2000,No,No,North Indian,Hsr,Koramangala 1st Block
1755,1755,Delhi Ke Bawarchi,Casual Dining,4.0,88,5000,No,No,North Indian,Jayanagar,JP Nagar
1756,1756,Delhi Kitchen,"Takeaway, Delivery",2.9,142,4000,Yes,No,North Indian,Brookefield,"ITPL Main Road, Whitefield"
1757,1757,Delhi Mahal,Quick Bites,3.1,114,4000,Yes,No,North Indian,Whitefield,Whitefield
1758,1758,Delhi Mess,Quick Bites,4.1,498,3000,Yes,No,North Indian,New Bel Road,New BEL Road
1759,1759,Delhi Pizza House,Quick Bites,3.2,4,4000,No,No,Pizza,Electronic City,Electronic City
1760,1760,Delhi Restaurant,Quick Bites,3.6,194,3500,Yes,No,North Indian,Brookefield,Whitefield
1761,1761,Delhi Sweets,Quick Bites,3.1,10,1000,No,No,Street Food,Bannerghatta Road,JP Nagar
1762,1762,Delhi Walle,Quick Bites,3.7,116,3000,No,No,North Indian,Brookefield,Whitefield
1763,1763,Delhiciouss,Quick Bites,3.7,24,3000,No,No,North Indian,Brookefield,Whitefield
1764,1764,Delhi'S Essence,Quick Bites,3.6,60,5000,Yes,No,North Indian,Electronic City,Electronic City
1765,1765,Delhite Food,Quick Bites,3.4,9,3000,Yes,No,North Indian,Sarjapur Road,Bellandur
1766,1766,Delhiz Taste,Quick Bites,3.5,13,4000,Yes,No,North Indian,Kalyan Nagar,Nagawara
1767,1767,Deli Chats & Sweets,Quick Bites,2.8,40,2000,Yes,No,Street Food,Bellandur,Bellandur
1768,1768,Deli Chats And Sweets,Quick Bites,4.1,39,2000,Yes,No,Street Food,Bellandur,Marathahalli
1769,1769,Deli Counter - Gateway Hotel,Dessert Parlor,3.5,6,5000,No,No,Bakery,Brigade Road,Residency Road
1770,1770,Delibox.In,Delivery,3.7,67,1500,Yes,No,South Indian,Bannerghatta Road,BTM
1771,1771,Delicacy,Casual Dining,3.8,219,5000,Yes,No,Chinese,Marathahalli,CV Raman Nagar
1772,1772,Delice - Novotel,"Dessert Parlor, Bakery",3.8,33,8000,No,No,Desserts,Bellandur,Marathahalli
1773,1773,Delices,Bakery,3.1,6,4000,Yes,No,Bakery,Brigade Road,Ulsoor
1774,1774,Delicious Cakes,Dessert Parlor,3.1,9,4000,No,No,Bakery,Marathahalli,Marathahalli
1775,1775,Delicious Demons,Delivery,3.3,26,4000,Yes,No,Continental,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
1776,1776,Delicious Desserts,Delivery,3.5,10,7500,No,No,Desserts,Brookefield,Whitefield
1777,1777,Delicious Ice Cream Parlour,Dessert Parlor,3.2,6,3000,No,No,Ice Cream,Indiranagar,Jeevan Bhima Nagar
1778,1778,Delicious Momos,Casual Dining,4.1,109,4500,No,No,Chinese,Kalyan Nagar,Kammanahalli
1779,1779,Delicious Mom'S Kitchen,Quick Bites,2.8,40,2000,No,No,Bengali,"Byresandra,Tavarekere,Madiwala",BTM
1780,1780,Delifusion - Hunger Sorted,Quick Bites,3.3,6,5000,Yes,No,Continental,Bannerghatta Road,Bannerghatta Road
1781,1781,Delight Fast Food & Restaurant,Casual Dining,2.8,36,5500,Yes,No,North Indian,New Bel Road,Yeshwantpur
1782,1782,Delight Food,Casual Dining,2.6,171,4500,Yes,No,Andhra,Bannerghatta Road,BTM
1783,1783,Delightz,Dessert Parlor,4.0,40,3000,No,No,Desserts,Koramangala 4Th Block,Koramangala 6th Block
1784,1784,Delish Chinese Fast Food,Quick Bites,3.2,4,3000,Yes,No,Chinese,Kalyan Nagar,Banaswadi
1785,1785,Delisias,Bakery,2.8,40,4000,No,No,Bakery,Brigade Road,Brigade Road
1786,1786,Delite Chaat House,Quick Bites,3.3,4,3000,Yes,No,Street Food,Marathahalli,Marathahalli
1787,1787,Delitoons,Quick Bites,4.0,126,3000,No,No,Sandwich,Koramangala 4Th Block,Koramangala 6th Block
1788,1788,Delitz Creamvilla Cafe,"Cafe, Dessert Parlor",3.9,77,6000,Yes,No,Cafe,Sarjapur Road,Bellandur
1789,1789,Delly Belly,Delivery,3.2,5,4000,No,No,North Indian,Koramangala 4Th Block,Koramangala 6th Block
1790,1790,Deshi Fusion Pizza,Delivery,3.3,73,7500,Yes,No,Pizza,Brigade Road,Old Madras Road
1791,1791,Desi Aahar,Quick Bites,2.8,40,4000,No,No,North Indian,Jayanagar,BTM
1792,1792,Desi Adda,Quick Bites,3.3,22,3000,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
1793,1793,Desi Bites,Casual Dining,3.7,145,6000,Yes,No,Rajasthani,Kalyan Nagar,Nagawara
1794,1794,Desi Breakk,Delivery,3.3,7,1500,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",HSR
1795,1795,Desi Bytes,Quick Bites,2.9,62,4500,No,No,North Indian,Whitefield,Whitefield
1796,1796,Desi Chats,Quick Bites,3.9,18,2000,No,No,Street Food,Whitefield,Whitefield
1797,1797,Desi Chinese,Delivery,3.6,37,4000,Yes,No,Chinese,Marathahalli,East Bangalore
1798,1798,Desi Chinese Kitchen,Casual Dining,3.9,24,7000,Yes,No,Chinese,Indiranagar,Indiranagar
1799,1799,Desi Chopstick,Quick Bites,3.8,37,4000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",HSR
1800,1800,Desi Chulha,Quick Bites,3.7,19,2500,Yes,No,North Indian,Bellandur,Sarjapur Road
1801,1801,Desi Cream Junction,Casual Dining,3.7,36,6500,Yes,Yes,Chinese,Banashankari,Jayanagar
1803,1803,Desi Dawat,Quick Bites,3.7,248,4000,Yes,No,North Indian,Banashankari,Kumaraswamy Layout
1804,1804,Desi Deck,"Casual Dining, Bar",3.9,94,13000,Yes,Yes,Mughlai,Mg Road,Brigade Road
1805,1805,Desi Dhaba,Delivery,3.3,13,4000,Yes,No,North Indian,Bannerghatta Road,BTM
1806,1806,Desi Doze,Quick Bites,3.8,147,4000,Yes,No,North Indian,Brookefield,Whitefield
1807,1807,Desi Flavours,Quick Bites,3.9,121,4000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
1808,1808,Desi Foodizzz,Casual Dining,3.7,28,6000,No,No,North Indian,Brookefield,Brookefield
1809,1809,Desi Grill,Quick Bites,3.0,60,4000,Yes,No,Chinese,Kalyan Nagar,Rammurthy Nagar
1810,1810,Desi Inn,Quick Bites,3.5,13,3000,Yes,No,North Indian,Basavanagudi,Shanti Nagar
1811,1811,Desi Khana,Quick Bites,2.8,40,3000,Yes,No,North Indian,Brookefield,Whitefield
1812,1812,Desi Rasoi,Casual Dining,3.8,361,6000,Yes,Yes,Biryani,Basavanagudi,Jayanagar
1813,1813,Desi Swaad,Quick Bites,3.5,10,4000,Yes,No,North Indian,Banashankari,Kumaraswamy Layout
1815,1815,Desi Tadka Khana,"Takeaway, Delivery",2.8,40,4000,No,No,North Indian,Indiranagar,Thippasandra
1816,1816,Desi Urbane,Quick Bites,3.6,108,4500,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
1817,1817,Desi Vdesi,Quick Bites,3.8,50,2500,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",BTM
1818,1818,Desi Vibes,Casual Dining,3.7,46,4000,Yes,No,North Indian,Bannerghatta Road,BTM
1819,1819,Desi Wok,Quick Bites,2.7,76,5000,No,No,North Indian,Bannerghatta Road,BTM
1820,1820,Desi Zaika,Casual Dining,2.8,68,4500,Yes,No,North Indian,Marathahalli,Kaggadasapura
1821,1821,Desipun,Casual Dining,4.2,344,5000,Yes,Yes,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1822,1822,Despiwich Dragon'S Kitchen,Quick Bites,3.8,72,2500,Yes,No,Chinese,Kammanahalli,Banaswadi
1823,1823,Dessert Rose,Dessert Parlor,3.5,7,5000,No,No,Desserts,Banashankari,Banashankari
1824,1824,Desserts Tree,Sweet Shop,3.8,86,1000,Yes,No,Mithai,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
1825,1825,Dessi Cuppa,Beverage Shop,3.4,6,2500,Yes,No,Beverages,Koramangala 5Th Block,BTM
1826,1826,Detox Kitchen,"Takeaway, Delivery",3.1,9,5000,Yes,No,Healthy Food,Bellandur,HSR
1827,1827,Dev Sagar - Food Street,Quick Bites,4.1,233,2000,Yes,No,Street Food,Banashankari,Basavanagudi
1828,1828,Devanna Dum Biriyani Centre,Quick Bites,3.6,28,3000,Yes,No,Biryani,Banashankari,Banashankari
1829,1829,Devi'S Cakes N Bakes,Bakery,3.6,31,2000,No,No,Bakery,Bellandur,Bellandur
1830,1830,Dev'S Gugababa,Quick Bites,3.1,177,5000,Yes,No,Bengali,Jayanagar,BTM
1831,1831,Dhaba - Estd 1986 Delhi,"Casual Dining, Bar",4.4,1414,11000,Yes,Yes,North Indian,Indiranagar,Indiranagar
1832,1832,Dhaba Bytes,Casual Dining,4.0,134,6500,Yes,No,North Indian,Koramangala 7Th Block,HSR
1833,1833,Dhaba Central,Casual Dining,3.3,5,6500,No,No,North Indian,Hsr,HSR
1834,1834,Dhaba Estd 1986 Delhi,"Casual Dining, Bar",4.3,1287,11000,Yes,Yes,Bbq,Marathahalli,Marathahalli
1835,1835,Dhaba Express,"Takeaway, Delivery",3.7,173,4000,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",HSR
1836,1836,Dhaba Shaba,Quick Bites,3.2,61,2500,Yes,No,North Indian,Bellandur,Sarjapur Road
1837,1837,Dhaba Social,Casual Dining,4.0,463,7000,Yes,No,North Indian,Brookefield,Brookefield
1838,1838,Dhabeliwala,Kiosk,3.8,44,2500,Yes,No,Street Food,Bannerghatta Road,JP Nagar
1839,1839,Dhadoom,Food Court,2.8,40,4500,No,No,Italian,Whitefield,Whitefield
1840,1840,Dhanalakshmi Grand,Quick Bites,4.0,71,3000,Yes,No,South Indian,Malleshwaram,Malleshwaram
1841,1841,Dhanbad Food Stall,Quick Bites,2.8,40,2000,No,No,Bihari,Malleshwaram,New BEL Road
1842,1842,Dhang Ka Khana,Quick Bites,3.7,34,2000,Yes,No,North Indian,Koramangala 4Th Block,Ejipura
1843,1843,Dhanya Nati Style Restaurant,Quick Bites,3.1,37,3000,No,No,South Indian,Rajajinagar,Rajajinagar
1844,1844,Dharani Foods,Casual Dining,3.7,26,4000,No,No,North Indian,Kalyan Nagar,Banaswadi
1845,1845,Dharwad Line Bazar Mishra Pedha,Sweet Shop,3.4,4,1500,No,No,Mithai,Malleshwaram,Malleshwaram
1846,1846,Dhuaan,Cafe,3.8,109,8000,No,No,Cafe,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1847,1847,Dhyaana,Cafe,4.3,153,6000,Yes,No,Cafe,Indiranagar,Indiranagar
1848,1848,Diabetics Dezire Sugarless Sweets And Bakes,"Dessert Parlor, Sweet Shop",3.3,13,3000,Yes,No,Desserts,Banashankari,Basavanagudi
1849,1849,Dialogues,Cafe,4.0,129,6000,No,No,Cafe,Bannerghatta Road,JP Nagar
1850,1850,Dice N Dine,"Casual Dining, Cafe",4.3,1800,9000,Yes,Yes,Continental,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1851,1851,Didi'S Kitchen,Delivery,3.1,8,4000,Yes,No,North Indian,Kalyan Nagar,Nagawara
1852,1852,Dil Punjabi,Quick Bites,2.6,158,3000,Yes,No,North Indian,Brookefield,Marathahalli
1853,1853,Dil Se Dilli,Casual Dining,3.8,281,7000,Yes,No,North Indian,Brookefield,Whitefield
1854,1854,Dil Se Punjabi,Casual Dining,3.0,106,5500,Yes,No,North Indian,Malleshwaram,RT Nagar
1855,1855,Diletto,Casual Dining,3.5,16,8000,No,No,North Indian,Bannerghatta Road,Bannerghatta Road
1856,1856,Dilish Kitchens,Casual Dining,3.7,28,5000,No,No,North Indian,Bannerghatta Road,BTM
1857,1857,Dilli 6,Casual Dining,3.2,26,4500,No,No,North Indian,Electronic City,Electronic City
1858,1858,Dilli Darbar,Casual Dining,3.4,372,5000,Yes,No,North Indian,Brookefield,Whitefield
1859,1859,Dilli Dil Se,Casual Dining,3.6,20,4000,Yes,No,North Indian,Brookefield,Whitefield
1860,1860,Dilli Dil Se..,Quick Bites,3.8,103,4000,Yes,No,North Indian,Kalyan Nagar,Nagawara
1861,1861,Dilli Galli,Quick Bites,3.6,43,2000,Yes,No,North Indian,Whitefield,Whitefield
1862,1862,Dilli Highway,Delivery,3.0,25,4000,No,No,North Indian,Kalyan Nagar,Kammanahalli
1863,1863,Dilli In A Box,"Takeaway, Delivery",3.7,7,4000,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
1864,1864,Dilli6 Paratha,"Takeaway, Delivery",3.0,4,2000,Yes,No,North Indian,Hsr,HSR
1865,1865,Dillibite,Quick Bites,3.5,33,6000,Yes,No,North Indian,Indiranagar,Ulsoor
1866,1866,Dindigul Thalappakatti,Casual Dining,2.8,40,8000,Yes,No,Biryani,Brigade Road,MG Road
1867,1867,Dindigul Time Pass Restaurant,Casual Dining,3.2,115,7000,Yes,No,South Indian,"Byresandra,Tavarekere,Madiwala",HSR
1868,1868,Dine @ 9 Paratha Corner,Quick Bites,3.6,33,3000,No,No,North Indian,Old Airport Road,Indiranagar
1869,1869,Dine Garden Family Restaurant,Quick Bites,3.5,60,4000,Yes,Yes,Biryani,Electronic City,Electronic City
1870,1870,Dine In,Quick Bites,3.5,8,4000,No,No,Kerala,Lavelle Road,Brigade Road
1871,1871,Dine In Restaurant,Quick Bites,3.4,7,5000,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",BTM
1872,1872,Dine One One Restaurant,Casual Dining,3.6,15,5000,Yes,No,South Indian,Bannerghatta Road,Bannerghatta Road
1873,1873,Dinemaster Gogo'S,Quick Bites,3.4,5,3000,Yes,No,Chinese,Hsr,Hosur Road
1874,1874,Dinepost 9,Delivery,3.6,22,4500,Yes,No,North Indian,Whitefield,Whitefield
1875,1875,Dinepost9,Delivery,3.8,798,4500,Yes,No,North Indian,Bellandur,Marathahalli
1876,1876,Dining Hut,Quick Bites,3.5,10,4000,Yes,No,North Indian,Banashankari,Kumaraswamy Layout
1877,1877,Dipd N Chocolate,Cafe,2.8,40,3000,Yes,No,Cafe,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
1878,1878,District 6 Pub Brewery & Kitchen,Microbrewery,4.3,2316,18000,No,No,German,Malleshwaram,Malleshwaram
1879,1879,Dive,"Pub, Casual Dining",4.3,758,13000,No,Yes,Continental,Marathahalli,Marathahalli
1880,1880,Divina - Eden Park Restaurants,Dessert Parlor,4.0,147,4000,No,No,Desserts,Basavanagudi,Jayanagar
1881,1881,Diya'S Findish,Quick Bites,3.3,6,5000,Yes,No,North Indian,Bannerghatta Road,Bommanahalli
1882,1882,Django,Cafe,4.0,209,8000,Yes,Yes,Cafe,Indiranagar,Indiranagar
1883,1883,Dock Frost'D,"Beverage Shop, Dessert Parlor",4.6,110,4000,Yes,No,Beverages,Brookefield,Marathahalli
1884,1884,Doctor Juice,Beverage Shop,3.9,42,3000,Yes,No,Juices,Kalyan Nagar,Kammanahalli
1885,1885,Dodda Mane Baaduta,Quick Bites,3.5,15,2500,Yes,No,North Indian,Banashankari,Banashankari
1886,1886,Dodda Mane Donne Biryani,Quick Bites,3.1,19,4000,No,Yes,Biryani,Brookefield,Brookefield
1887,1887,Doff Pub And Lounge,Lounge,4.1,1341,15000,No,Yes,Continental,Indiranagar,Indiranagar
1888,1888,Dolci Desserts,"Cafe, Dessert Parlor",4.3,652,7500,Yes,No,Cafe,Brigade Road,Cunningham Road
1889,1889,Dolphin Bar,"Casual Dining, Pub",3.8,61,10000,No,No,Chinese,Frazer Town,Frazer Town
1890,1890,Domino'S Pizza,Quick Bites,2.4,172,4000,Yes,No,Pizza,Marathahalli,Marathahalli
1891,1891,Doner Bel,Quick Bites,3.4,64,4000,No,No,Turkish,New Bel Road,New BEL Road
1892,1892,Donne Biriyani Angadi Mane,Quick Bites,3.4,83,2500,Yes,No,Biryani,Malleshwaram,Sadashiv Nagar
1893,1893,Donne Biriyani House,Quick Bites,3.1,129,3000,Yes,No,Biryani,Sarjapur Road,Sarjapur Road
1894,1894,Donne Biriyani Mane,Casual Dining,3.8,161,4000,Yes,No,Biryani,Indiranagar,Jeevan Bhima Nagar
1895,1895,Donne Biryani,Quick Bites,3.2,10,2000,No,No,Biryani,Basavanagudi,Shanti Nagar
1896,1896,Donne Biryani & Egg Rice Adda,Quick Bites,3.3,8,2000,No,No,Kebab,New Bel Road,New BEL Road
1897,1897,Donne Biryani & Kabab Corner,Quick Bites,3.3,12,2000,Yes,No,Chinese,Banashankari,Kumaraswamy Layout
1898,1898,Donne Biryani Angadi Mane,Quick Bites,3.1,8,2500,No,No,Biryani,Indiranagar,Thippasandra
1899,1899,Donne Biryani Hatti,Quick Bites,3.6,27,3000,Yes,No,Biryani,Brigade Road,Vasanth Nagar
1900,1900,Donne Biryani House,Delivery,3.7,70,3500,Yes,No,South Indian,Hsr,HSR
1901,1901,Donne Biryani Kuteera,Quick Bites,3.7,297,2000,Yes,No,Biryani,Kalyan Nagar,Banaswadi
1902,1902,Donne Biryani Mane,Quick Bites,3.2,7,3000,Yes,No,Biryani,Brigade Road,Wilson Garden
1903,1903,Donut Cafe,"Dessert Parlor, Quick Bites",3.9,163,2500,Yes,No,Desserts,Electronic City,Electronic City
1904,1904,Doof,Delivery,4.0,371,4500,Yes,No,Fast Food,Electronic City,Electronic City
1905,1905,Dosa Bazaar,Quick Bites,3.9,112,2000,Yes,No,Street Food,"Byresandra,Tavarekere,Madiwala",JP Nagar
1906,1906,Dosa Cafe,Quick Bites,3.4,7,800,No,No,South Indian,Rajajinagar,Vijay Nagar
1907,1907,Dosa Corner,Quick Bites,2.8,40,2000,Yes,No,South Indian,Bellandur,Sarjapur Road
1908,1908,Dosa Plaza,Quick Bites,3.8,139,2000,Yes,No,South Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1909,1909,Dosa Time,Takeaway,3.8,106,2000,Yes,No,South Indian,Bellandur,Sarjapur Road
1910,1910,Dosalicious,Quick Bites,3.3,7,1500,Yes,No,South Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
1911,1911,Dose Manjanna,Quick Bites,2.8,40,1000,No,No,South Indian,Basavanagudi,Jayanagar
1912,1912,Dot.Yum - Aloft Hotel,Casual Dining,3.9,276,20000,No,Yes,Italian,Whitefield,Whitefield
1913,1913,Double Blend,Beverage Shop,3.6,11,2000,Yes,No,Beverages,"Byresandra,Tavarekere,Madiwala",BTM
1914,1914,Double Decker,"Bar, Casual Dining",4.3,2651,13000,No,Yes,Continental,Brigade Road,Brigade Road
1915,1915,Downtown,Pub,3.7,293,10000,No,No,North Indian,Brigade Road,Residency Road
1916,1916,Dr. Bubbles,"Beverage Shop, Dessert Parlor",4.2,95,4000,Yes,No,Beverages,Basavanagudi,Jayanagar
1917,1917,Dr. Harry'S Chick Blast,Quick Bites,3.5,26,5000,Yes,No,Continental,Kalyan Nagar,Rammurthy Nagar
1918,1918,Dr. Shawarma,Quick Bites,3.5,4,2000,Yes,No,North Indian,Hsr,HSR
1919,1919,Dr. Sheesha,Cafe,4.1,1445,8000,No,Yes,Cafe,Jayanagar,JP Nagar
1920,1920,Draggers CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,4.1,274,9000,Yes,No,Cafe,Kalyan Nagar,Kalyan Nagar
1921,1921,Draggers CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,4.0,277,9000,Yes,No,Cafe,Kammanahalli,Kalyan Nagar
1922,1922,Dragon Box,Takeaway,3.0,12,4500,Yes,No,Chinese,Brookefield,Whitefield
1923,1923,Dragon'S Kitchen,Casual Dining,3.1,248,5000,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",HSR
1925,1925,Drava,Lounge,4.3,114,15000,No,Yes,Pizza,Koramangala 4Th Block,Koramangala 5th Block
1926,1926,Dream A Dozen,Delivery,4.3,132,3000,Yes,No,Bakery,Bannerghatta Road,JP Nagar
1927,1927,Dream Coffee House,Cafe,3.2,6,3000,No,No,Cafe,Malleshwaram,Malleshwaram
1928,1928,Dream Scoopers,Dessert Parlor,3.4,16,2000,No,No,Ice Cream,Kalyan Nagar,Kalyan Nagar
1929,1929,Dreamcatcher,Cafe,3.9,49,6000,Yes,No,Cafe,Bannerghatta Road,Bannerghatta Road
1930,1930,Dreamland Food Corner,Quick Bites,3.7,42,4000,Yes,No,Fast Food,Kalyan Nagar,Hennur
1931,1931,Dreams Cafe - All Day English Food St.,Cafe,3.8,230,6000,Yes,No,Cafe,Koramangala 4Th Block,Koramangala 1st Block
1932,1932,Dream'S Kitchen,Casual Dining,3.1,7,7000,No,No,North Indian,Bannerghatta Road,Bannerghatta Road
1933,1933,Driven Cafe,Cafe,3.4,122,6000,Yes,No,Cafe,Brigade Road,Residency Road
1934,1934,Drunken Monkey,"Beverage Shop, Quick Bites",3.1,14,4000,Yes,No,Beverages,Indiranagar,CV Raman Nagar
1935,1935,Drunkling - Sizzlers And Pub,"Casual Dining, Bar",4.4,344,10000,Yes,Yes,Chinese,Jayanagar,Koramangala 5th Block
1936,1936,Dry Dock Cafe,Quick Bites,3.6,10,2000,No,No,Street Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1937,1937,Ds Juice CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Grill,Quick Bites,3.2,67,2000,Yes,No,Fast Food,Hsr,HSR
1938,1938,Dtink Lab,Quick Bites,2.8,40,800,No,No,Beverages,Banashankari,Banashankari
1939,1939,Dublin - Itc Windsor,Bar,4.1,187,25000,No,Yes,European,Malleshwaram,Sankey Road
1940,1940,Dum & Oven,Casual Dining,3.7,29,6000,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",HSR
1941,1941,Dum Biryani Hub,Quick Bites,3.9,64,7000,Yes,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM
1942,1942,Dum Pukht Jolly Nabobs - Itc Windsor,Fine Dining,4.3,291,40000,No,Yes,North Indian,Malleshwaram,Sankey Road
1943,1943,Dunkin' Donuts,"Quick Bites, Dessert Parlor",2.8,40,3000,No,No,Desserts,Bellandur,Sarjapur Road
1944,1944,Durbar Greens Family Restaurant,Casual Dining,3.6,10,7000,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",Hosur Road
1945,1945,Durbari Restaurant,Casual Dining,3.2,4,6000,No,No,North Indian,Jayanagar,JP Nagar
1946,1946,Durga Bikaner Sweets,Quick Bites,3.7,15,1000,No,No,Street Food,Basavanagudi,Jayanagar
1947,1947,Durga Mess,Mess,3.6,33,1500,No,No,North Indian,New Bel Road,New BEL Road
1948,1948,Durga Sagar,Quick Bites,3.3,8,1500,Yes,No,South Indian,Basavanagudi,Shanti Nagar
1949,1949,Dvg Benne Dosa,Quick Bites,4.0,25,1500,Yes,No,South Indian,Indiranagar,Domlur
1950,1950,Dwaraka Grand,Casual Dining,3.9,128,5000,Yes,No,South Indian,Banashankari,Kumaraswamy Layout
1951,1951,Dwaraka Krishna,"Takeaway, Delivery",3.7,327,5000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
1952,1952,Dyu Art Cafe,Cafe,4.5,3826,8000,No,No,Cafe,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
1953,1953,D-Zaprino,"Takeaway, Delivery",2.8,40,3500,Yes,No,Fast Food,Kalyan Nagar,Nagawara
1954,1954,E - City Combos,"Takeaway, Delivery",3.5,6,3500,Yes,No,South Indian,Electronic City,Electronic City
1955,1955,E Foods Regalia,Quick Bites,3.1,11,5500,No,No,South Indian,Electronic City,Electronic City
1956,1956,E2 - EntrãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©E Envoy,Delivery,3.5,13,5500,No,No,Chinese,Bannerghatta Road,BTM
1957,1957,Eagle Bar & Restaurant,"Casual Dining, Bar",3.1,14,7000,No,No,North Indian,Jp Nagar,JP Nagar
1958,1958,Eagle Ridge,Casual Dining,3.2,8,7000,No,Yes,South Indian,Bannerghatta Road,Bannerghatta Road
1959,1959,Eagles Pizza,Casual Dining,3.6,14,4000,Yes,No,Pizza,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
1960,1960,Earth Plate Express,Food Court,3.9,33,6000,Yes,No,Italian,Bannerghatta Road,JP Nagar
1961,1961,Earthen Bowl,Cafe,3.9,90,7000,No,No,Cafe,Marathahalli,Marathahalli
1962,1962,East Delicious,Casual Dining,4.0,497,6000,Yes,No,Chinese,Brookefield,Marathahalli
1963,1963,East- The Oterra,Fine Dining,4.0,54,22000,No,Yes,Chinese,Electronic City,Electronic City
1964,1964,Easy Bites,"Takeaway, Delivery",2.8,40,3000,Yes,No,Fast Food,Electronic City,Electronic City
1965,1965,Easy Tiger,"Bar, Casual Dining",4.3,2240,11000,No,No,Finger Food,Brigade Road,Church Street
1966,1966,Eat & Drink,"Quick Bites, Beverage Shop",3.5,14,3000,Yes,No,Fast Food,Malleshwaram,New BEL Road
1967,1967,Eat And Be Fit,Quick Bites,2.8,40,2500,Yes,No,Biryani,Brookefield,Whitefield
1968,1968,Eat At Nite,"Takeaway, Delivery",3.0,58,4000,Yes,No,North Indian,Frazer Town,Frazer Town
1969,1969,Eat Eroo - Bombay Vada Pav,Quick Bites,3.3,4,2000,No,No,Street Food,Marathahalli,Brookefield
1970,1970,Eat Eroo - South China,Quick Bites,3.8,370,3500,Yes,No,South Indian,Marathahalli,Marathahalli
1971,1971,Eat Food,Delivery,2.8,40,4000,Yes,No,North Indian,Indiranagar,Indiranagar
1972,1972,Eat N Drink,Quick Bites,3.8,32,2500,No,No,Fast Food,Hsr,Bommanahalli
1973,1973,Eat N Drinks,Quick Bites,3.4,7,1500,Yes,No,Kerala,Bellandur,Bellandur
1974,1974,Eat N Meet,Quick Bites,2.7,158,5000,Yes,No,Kerala,Electronic City,Electronic City
1975,1975,Eat N Pack,Quick Bites,3.3,4,1500,No,No,Kerala,Koramangala 7Th Block,BTM
